,0.157,0.17,0.188,0.215,0.288,0.406,0.595,0.654,0.768,0.86,0.965,0.979,1.0,1.1,1.143,1.172,1.213,1.231,1.26,1.98,2.09,2.507,3.157,12.24,Total LCAP
JJS-21-017,0.010206328576600676,0.051295863639708034,0.09349713743274432,0.010304567986460351,0.1253752964939534,0.2776345072175208,0.2154642263898945,0.18945784761094256,0.012362331937733688,0.011635480672361987,0.00458339816979365,0.08779425515931517,97.99396899078647,0.01297140595312324,0.25594688391121,0.006099074196507149,0.8648186977824907,0.3476634168318417,0.8584357931694117,3.3316789292842883,10.219444089800847,74.17937749383263,9.457886169037868,2.81161331804438,201.4295155039181
