,0.149,0.17,0.18,0.2,0.215,0.234,0.245,0.256,0.273,0.287,0.404,0.472,0.593,0.654,0.768,0.86,0.965,0.979,1.0,1.1,1.14,1.151,1.172,1.214,1.231,1.26,2.093,2.273,2.507,3.85,5.423,7.947,10.263,11.497,13.087,13.367,15.28,16.217,Total LCAP
JJS-21-017-FILLALL,0.009425907992564913,0.05288191025090852,0.09608156226879767,0.0,0.010304567986460351,0.0,0.0,0.0,0.0,0.12887329398954653,0.28387648082557065,0.0,0.2130448947256854,0.0,0.009329540197440794,0.012755736099144769,0.0,0.08799323369523956,97.84407537118179,0.0,0.2418363656743061,0.0,0.0,0.0,1.009521135112537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999997
JJS-21-017-FILLALL_2,0.0,0.05174509913750085,0.07573112043814073,0.0,0.0,0.0,0.0,0.0,0.0,0.1373819576458806,0.2775430111221976,0.0,0.2198791139627033,0.0,0.011620056220800307,0.012075256269534351,0.0,0.08531981169407148,98.03222391758752,0.0,0.17245966048098632,0.0,0.0,0.0,0.9240209954406736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
JJS-21-017-FILTER-AVG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010206328576600676,0.051295863639708034,0.09349713743274432,0.1253752964939534,0.2776345072175208,0.2154642263898945,0.012362331937733688,0.011635480672361987,0.08779425515931517,97.99396899078647,0.25594688391121,0.8648186977824907,100.0
JJS-21-017-FILTEREND,0.010791606026861873,0.05152297009577336,0.09193244262789667,0.0,0.0,0.0,0.0,0.0,0.0,0.1251063395771108,0.2795412853344729,0.0,0.21076239422603324,0.0,0.010080101745033827,0.0,0.0,0.08815032059930297,98.01994756548963,0.0,0.2491853441479747,0.0,0.0,0.0,0.8629796301298839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999997
JJS-21-017-M1,0.0,0.052471632052162924,0.04720633908736818,0.0,0.0,0.0,0.0,0.0,0.0,0.10942155171051518,0.315269383026706,0.0,0.20623355939634244,0.0,0.010516327011925342,0.011099626023256079,0.0,0.08176373291715182,98.9548674182672,0.0,0.0,0.18816167153777452,0.0,0.0,0.02298875896961996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000003
JJS-21-017-M2,0.0,0.05198947736451995,0.02314227224554594,0.0,0.0,0.0,0.0,0.0,0.0,0.18137029539261934,0.34487640197824165,0.0,0.2944156008550422,0.0,0.010234810568612135,0.0097237879876044,0.00458339816979365,0.07876432327522541,98.77462003456408,0.01297140595312324,0.0,0.19022794733899648,0.006099074196507149,0.0,0.016981170110098157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001
JJS-21-017-M3,0.0,0.05152613979975983,0.0686706103443635,0.0,0.0,0.0,0.0,0.0,0.0,0.14805799532697314,0.310886954444284,0.0,0.2413708684138328,0.0,0.011135103258440032,0.010318868692951766,0.0,0.0837006220733457,98.02944626334671,0.0,0.18645078112992872,0.0,0.0,0.0,0.0,0.8584357931694117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999999
JJS-21-017-M4,0.0,0.05083069165146275,0.038062158166066326,0.0,0.0,0.0,0.0,0.0,0.0,0.2163777644414277,0.33613041881076705,0.0,0.3072192326539179,0.0,0.011326762417321544,0.009676207196548452,0.0,0.08173528529780318,98.39392090024148,0.0,0.20705716229138,0.0,0.0,0.0,0.3476634168318417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000003
JJS-21-017-M5,0.0068093409670228755,0.05059467087050109,0.06010387621735795,0.0,0.0,0.0,0.0,0.0,0.0,0.1800788694877503,0.2754931791881304,0.0,0.2720091051030448,0.0,0.012066684233594095,0.010395819066082194,0.0,0.08365755572329879,98.46459449993515,0.0,0.16090620158172633,0.0,0.0,0.0,0.4232901976263537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
