,0.223,0.457,1.0,1.059,1.278,9.132,11.699,Total LCAP
JJS-21-019-True,0.06014630527298945,0.05465005323449181,99.88722921698565,0.037433192568225984,0.058120729779876285,99.93636139466663,0.06363860533336962,200.09757949784125
