,0.157,0.17,0.188,0.2,0.215,0.234,0.245,0.256,0.273,0.288,0.406,0.472,0.595,0.654,0.768,0.86,0.965,0.979,1.0,1.1,1.143,1.172,1.213,1.231,1.26,Total LCAP
JJS-21-017-FILLALL,0.009425908,0.05288191,0.096081562,0.0,0.010304568,0.0,0.0,0.0,0.0,0.128873294,0.283876481,0.0,0.213044895,0.0,0.00932954,0.012755736,0.0,0.087993234,97.84407537,0.0,0.24183636600000002,0.0,0.0,1.009521135,0.0,99.99999999900001
JJS-21-017-FILLALL_2,0.0,0.051745099,0.07573112,0.0,0.0,0.0,0.0,0.0,0.0,0.137381958,0.277543011,0.0,0.219879114,0.0,0.011620056,0.012075256000000001,0.0,0.085319812,98.03222392,0.0,0.17245966,0.0,0.0,0.924020995,0.0,100.00000000100002
JJS-21-017-FILTER-AVG,0.010206329,0.051295864000000004,0.093497137,0.0,0.0,0.0,0.0,0.0,0.0,0.125375296,0.277634507,0.0,0.215464226,0.0,0.012362332,0.011635481000000001,0.0,0.087794255,97.99396899,0.0,0.255946884,0.0,0.864818698,0.0,0.0,99.99999999900001
JJS-21-017-FILTEREND,0.010791606,0.05152297,0.091932443,0.0,0.0,0.0,0.0,0.0,0.0,0.12510634,0.279541285,0.0,0.210762394,0.0,0.010080101999999999,0.0,0.0,0.08815032099999999,98.01994757,0.0,0.24918534399999998,0.0,0.0,0.86297963,0.0,100.00000000499999
JJS-21-017-M1,0.0,0.052471632000000004,0.04720633900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.10942155199999999,0.315269383,0.0,0.20623355899999998,0.0,0.010516326999999999,0.011099626000000001,0.0,0.08176373299999999,98.95486742,0.0,0.188161672,0.0,0.0,0.022988758999999998,0.0,100.000000002
JJS-21-017-M2,0.0,0.051989477,0.023142272000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.181370295,0.344876402,0.0,0.294415601,0.0,0.010234811,0.009723788,0.004583398,0.078764323,98.77462003,0.012971406000000001,0.19022794699999998,0.006099074,0.0,0.01698117,0.0,99.99999999399999
JJS-21-017-M3,0.0,0.05152614,0.06867061,0.0,0.0,0.0,0.0,0.0,0.0,0.148057995,0.310886954,0.0,0.24137086800000002,0.0,0.011135103,0.010318869,0.0,0.083700622,98.02944626,0.0,0.186450781,0.0,0.0,0.0,0.858435793,99.999999995
JJS-21-017-M4,0.0,0.050830692000000004,0.038062158,0.0,0.0,0.0,0.0,0.0,0.0,0.21637776399999997,0.33613041899999996,0.0,0.307219233,0.0,0.011326761999999999,0.009676207,0.0,0.081735285,98.3939209,0.0,0.207057162,0.0,0.0,0.34766341700000003,0.0,99.999999999
JJS-21-017-M5,0.006809341,0.050594670999999994,0.060103875999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.18007886899999997,0.275493179,0.0,0.272009105,0.0,0.012066684,0.010395819,0.0,0.083657556,98.46459449999999,0.0,0.160906202,0.0,0.0,0.42329019799999995,0.0,99.99999999999999
JJS-21-017-PF1,0.014193731999999999,0.050612647000000004,0.126814329,0.0,0.0,0.0,0.0,0.0,0.0,0.1439447,0.303251979,0.0,0.233158472,0.189457848,0.0,0.0,0.0,0.091851225,96.98902347,0.0,0.252242956,0.0,0.0,1.5056721430000002,0.0,99.900223501
JJS-21-017-PF2,0.01111831,0.050622062,0.10042078800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.12563286099999998,0.28132218600000003,0.0,0.213103294,0.0,0.01258804,0.0,0.0,0.089357138,97.71798145,0.0,0.24305776199999998,0.0,0.0,1.154796111,0.0,100.00000000200001
JJS-21-017-PF3,0.010163055,0.052776883,0.093291085,0.0,0.0,0.0,0.0,0.0,0.0,0.12115684199999999,0.281864782,0.0,0.21220070300000002,0.0,0.011581085,0.0,0.0,0.088396542,98.00845988,0.0,0.23082343,0.0,0.0,0.889285716,0.0,100.00000000300001
JJS-21-017-PF4,0.0,0.050871454,0.091849443,0.0,0.0,0.0,0.0,0.0,0.0,0.12061869300000001,0.28429884899999996,0.0,0.20689743300000002,0.0,0.010050503,0.011760538999999999,0.0,0.089316055,98.00760289,0.0,0.247283029,0.0,0.879451109,0.0,0.0,99.99999999699999
JJS-21-017-PF5,0.0,0.050984813,0.09186079800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.117438556,0.282855775,0.0,0.211522436,0.0,0.0,0.0,0.0,0.087677096,97.953477,0.0,0.28817483,0.0,0.9160086999999999,0.0,0.0,100.00000000400001
JJS-21-017-S1,0.010418132,0.052908303,0.092593441,0.0,0.0,0.0,0.0,0.0,0.0,0.24140100899999997,0.313203553,0.0,0.294023558,0.0,0.011708402,0.011342782,0.0,0.087401755,97.75508597,0.0,0.273579952,0.0,0.856333145,0.0,0.0,100.000000002
JJS-21-017-S2,0.011561822,0.051693099000000006,0.093195664,0.0,0.0,0.0,0.0,0.0,0.0,0.124089812,0.2778981,0.0,0.209443293,0.0,0.009958653,0.010180802,0.0,0.08838594,98.02833014,0.0,0.24645270800000002,0.0,0.848809963,0.0,0.0,99.99999999599999
JJS-21-017-S3,0.010071709,0.051868055,0.095878615,0.0,0.0,0.0,0.0,0.0,0.0,0.124588625,0.290604482,0.0,0.212515137,0.0,0.012631537,0.010150677,0.0,0.088629554,98.75271833,0.0,0.167018406,0.0,0.0,0.18332487600000003,0.0,100.00000000299998
JJS-21-017-S4,0.010628577,0.051323071,0.09474982900000001,0.0,0.0,0.0,0.0,0.0,0.0,0.12198793699999999,0.278436561,0.0,0.212837284,0.0,0.012237072,0.0,0.0,0.085432824,98.0218545,0.0,0.24784175600000002,0.0,0.0,0.8626705920000001,0.0,100.000000003
JJS-21-017-S5,0.01053927,0.052146394000000006,0.095192523,0.0,0.0,0.0,0.0,0.0,0.0,0.124222673,0.285822308,0.0,0.211356183,0.0,0.011947635,0.010560071,0.0,0.088720994,98.70132416,0.0,0.167116521,0.0,0.0,0.24105127199999998,0.0,100.000000004
JJS-21-018 Fill All,0.752261938,0.0,8.610200815,0.0,0.0,0.0,0.0,0.0,33.36851994,21.55409658,2.304307414,0.0,0.35901310299999994,0.0,0.0,0.0,0.0,0.0,32.80375236,0.0,0.247847845,0.0,0.0,0.0,0.0,99.999999995
JJS-21-018 Filter End,0.18630515,0.941775568,0.0,0.0,0.0,10.3675268,0.0,0.0,0.0,13.16264252,22.04710383,0.0,21.66525555,0.0,0.0,0.0,0.0,0.196045634,30.09659642,0.0,0.12391484400000001,0.0,0.0,0.0,0.0,98.78716631600001
JJS-21-018 Filter End (Avg),0.191862237,0.0,0.767626685,9.732882274,0.0,0.0,0.0,0.0,0.0,17.48215685,2.018004945,22.9156758,34.25445675,0.0,0.0,0.0,0.0,0.0,11.13668156,0.0,0.0,0.0,0.0,0.0,0.0,98.49934710100001
JJS-21-018 M1,0.747343963,3.937246487,4.471564658999999,0.0,0.0,29.57511288,0.0,0.0,0.0,23.95026958,0.096802032,0.0,0.583398425,0.0,0.0,0.0,0.0,0.0,36.63826198,0.0,0.0,0.0,0.0,0.0,0.0,100.000000006
JJS-21-018 M2,0.537346144,0.0,9.243449144,0.0,0.0,0.0,0.0,35.39698102,0.0,22.34941256,0.113554448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.35925668,0.0,0.0,0.0,0.0,0.0,0.0,99.999999996
JJS-21-018 M3,0.168926346,0.0,0.0,0.0,0.0,13.79385491,0.0,0.0,0.0,0.0,0.0,43.43563973,30.23836166,0.0,0.0,0.0,0.0,0.0,9.490113852999999,0.0,0.0,0.0,0.0,0.0,0.0,97.126896499
JJS-21-018 M4,0.788856667,9.483890722,0.0,0.0,0.0,36.04968582,0.0,0.0,0.0,24.23013434,0.0,0.0,0.491560775,0.0,0.0,0.0,0.0,0.0,28.95587168,0.0,0.0,0.0,0.0,0.0,0.0,100.000000004
JJS-21-018 M5,0.954244515,9.574174482,0.0,36.40189042,0.0,0.0,0.0,0.0,0.0,24.75080575,0.0,0.0,0.5090153279999999,0.0,0.0,0.0,0.0,0.0,27.8098695,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999500001
JJS-21-018 PF1,0.169679539,0.0,2.8610990889999997,0.0,0.0,0.0,13.74536898,0.0,0.0,14.74323198,0.0,29.36024834,28.90624627,0.0,0.0,0.0,0.0,0.0,10.21412579,0.0,0.0,0.0,0.0,0.0,0.0,99.999999988
JJS-21-018 PF2,0.529397969,0.0,9.652552207000001,0.0,0.0,35.932503100000005,0.0,0.0,0.0,24.76007516,0.263823365,0.0,0.574406546,0.0,0.0,0.0,0.0,0.0,28.28724165,0.0,0.0,0.0,0.0,0.0,0.0,99.999999997
